customer_id,customer_city,customer_state
0054f2f885ca69abcf4935c9506d7851,sao paulo,SP
005596395ca3acd0433fe7d6f95a028e,sao paulo,SP
00573ea7a2ac9dff51ac3d177cd6eaea,sao paulo,SP
0057f8b7c332d630b992d6a8ca79748c,sao paulo,SP
0058153a752ee674162564afb1191d25,jundiai,SP
005c36bfaa8710aaf61e4b1712ccd658,aruja,SP
00618f4116647066768ca73893989605,sao paulo,SP
0061937e85c708a41f5d5b24405d0f50,sao paulo,SP
0063913c2f1878cc471de963dc0571c4,sumare,SP
006431d77c665533ac99b501d8a6ab06,sao jose dos campos,SP
0065c96aca557c0919dd5cdee546f8b1,campinas,SP
00660e817a39486a37c26b071d0741f8,sao paulo,SP
00674fe0f6a6f190bd022dbca99795dc,sao paulo,SP
00694a1bf2da47e37b2bd3193eeae839,sao jose dos campos,SP
006a5d6b5f648f3811fd4fa94d93a67c,ribeirao preto,SP
006ba1709128094a7047a4fa349f9bc8,botucatu,SP
006d300ffcb82917c9866dd5a507dbe6,sao paulo,SP
006d7cf1f4f5fb1c805d2d7cacc8049d,campinas,SP
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,sao paulo,SP
007182cdc3e8e2d3d4ce0b00b9004630,sao paulo,SP
0072357d0a3394d268c6abb9e30aaafe,ibate,SP
007612fef51262f4762d32add5d128cc,sao paulo,SP
00765aebd8e20a9a8aa8c28d0099a938,jundiai,SP
007732425b3cfb147a3ca928ce907cc1,sao paulo,SP
0078867a1043bd408c6134cf5ca1bbf5,sao paulo,SP
007a6cde976f335c04a22d7043dd23f0,bauru,SP
007b18ac9b8a627f259ea78aed981315,sao paulo,SP
007c76c2ab6101f00798548775dfdbaf,paulinia,SP
007dd470bdcf9dc8ffcd44beb79dc18c,suzano,SP
0080e98d82eceee143dc006defe00687,marilia,SP
008657b86f500495539ffa6d275351b7,tremembe,SP
008871f261eb4390ca7a1ded607ea417,osasco,SP
0089c34393989276de67746531e0df21,carapicuiba,SP
008d16b47540f172f75b765d5ea1eed0,sao paulo,SP
008e1bbc8f278134d10d8788a3ca0b7c,bauru,SP
008e75e0f20ba6d6cc41923596b83693,mogi das cruzes,SP
0092ebfee8043dae610fab832e61acff,indaiatuba,SP
0093a68265f18be3adbbe054dc4c9295,sao paulo,SP
00949af96107ff1f55bc0f09e913686d,sao paulo,SP
00953228b409090c774d955f2ab881e5,campinas,SP
0095d34ddb16f0d0776fc9f2a341dfcd,cerquilho,SP
0099a73bb9e6010fad1106f3dbadfc1d,louveira,SP
009ac0aeacb7e5c368452976385b7903,vargem grande paulista,SP
009bd844996868ab5166ade7dd9ab471,campinas,SP
009c9d2be03f80df9ef29fade7f998f3,mogi das cruzes,SP
00a02bdfd1741b999de5e2ccfdb8cfc8,carapicuiba,SP
00a2277d94755da60c916bab098b9b49,santos,SP
00a39528c677a55852f57235f988b837,votorantim,SP
00a572d0c25a9ea5e283ea2da267ba8d,cruzalia,SP
00a5ee1a809dde5ccdb5b8c58531c343,sao paulo,SP
00a6e2753fc2652cb87386ffbf5792b2,sao paulo,SP
00a7f6b5d305216d76ab1accbfe123b9,sao paulo,SP
00a7f9b60493b4b11601b42e5f31eac9,sao paulo,SP
00a860aeb15fb205efdb0c689d8f9c6a,sao bernardo do campo,SP
00ab90b4fd9fa3d490ab687f992763d6,sao paulo,SP
00abf30c1a93c7c8b509cb80a22e4dd8,osasco,SP
00aee581138f207eb71f58811aae25d1,sao bernardo do campo,SP
00af928c0a307dfdb37122943a1e6902,tatui,SP
00b14856ef33f09ac83df50620ce60b1,santos,SP
00b2b9682f5c2a1f7cf1312ce6a0ea9d,sao jose dos campos,SP
00b2fdba41164ba7de5052652fb86231,carapicuiba,SP
00b366712a38454d2e62c9d2509d0623,sao paulo,SP
00b5072ef1192bc4d02e1d6264317bb0,jaboticabal,SP
00b78d0d0484fc9f3e1138e1ab752db6,matao,SP
00b7dcb6e32230f09195eb0e9aa1a94b,sao paulo,SP
00ba24d5e8869fd25950fd26c098ee20,sao paulo,SP
00ba72dac5dae2776b5bfcf799a956b2,sao paulo,SP
00ba7e4052ff6531f4e8aa0b0054318b,campinas,SP
00bad631eaa8723983a6c7e2f910dfca,santo andre,SP
00bb27539e10159490e73842a90b173e,sao jose dos campos,SP
00bb2dd15521a8a428bb530b4cabb403,ribeirao preto,SP
00bf0246fe43d0dac8842035f21f8a76,boituva,SP
00bf225ae2b2d6a141e31acf971c4a03,sao paulo,SP
00c120d7afbe4803d4771a8f3696ec85,sao paulo,SP
00c23397b535962f65c89900d6a9ab22,rio claro,SP
00c3e2f6fe2448015cbd44f4b7814273,ubatuba,SP
00c7c6f2aaf86b1a5a386b103b67b218,paulinia,SP
00c82b169fb6a103c5274dc731295a98,sao paulo,SP
00c9ed767059efd304546d437c9d171d,sao paulo,SP
00cca8735b2e7b89dc267f378e5c9e8d,aparecida,SP
00cd48b2051a1518d6d33ffd01dbfcb6,sao paulo,SP
00d1bd043022c327bc464ded6b731f4a,franco da rocha,SP
00d4c7cec24152e73f88312fdbf09ffa,maua,SP
00d7e038b53f4b3ed3036d2d016e51c4,caieiras,SP
00d88dff8797c35f7db7739109ba8cb3,embu das artes,SP
00d8b72b2807894a9e5c690179132819,itaquaquecetuba,SP
00d97ddbc2cafa83bc2412d11da98d88,santa cruz das palmeiras,SP
00daf19c19d0fa15a86284fa7293b5ac,sao jose dos campos,SP
00dcc20224e6a230aa9f7ff8fb6f29f8,sao paulo,SP
00e13fc0014cb95fde8d8eb1d3d84195,sao paulo,SP
00e7c7983371f6e0c6ce890040d431db,sao paulo,SP
00eb2bf26ade27447b6532561c6a402d,sao paulo,SP
00eb46a6c173fdad0c058d8650deefd9,sao paulo,SP
00ec3ab027d83e9b77d525b2e6b823e7,sao paulo,SP
00ee00c99d468f838abf1d6d7044b2aa,cotia,SP
00eeecca2b37c96ce302d0428ee46ccf,sao paulo,SP
00efb24cd00f8eda8e85e3c3e0f2eb66,jundiai,SP
00efd0bb67f3af4d73269668a6cc8b49,sao jose dos campos,SP
00f5111aa1572c08c765f48e20edf87b,sao jose do rio preto,SP
00f58ffb9b2f2764032aca4e22330725,sao paulo,SP
00f6217307f712298d8e47215f0bf2ad,varzea paulista,SP
00f625f67cffbda090bb7bd168821482,maua,SP
00f73459a4d3be97ff307dc869da0aa9,sao paulo,SP
00fb3db8be6fffc03c156297ff70c1b9,osasco,SP
00fb765118b6d3b18dfc763dc3729a5b,osasco,SP
00fd9131670312e3292287415ee2e498,sao paulo,SP
00ffbb23812bc76062322afd86d8cbf7,osasco,SP
010099752e4ca60e61c8a4a669ea9fe5,praia grande,SP
0105f165f3be4b229fcca1cba2349186,osasco,SP
01077b7579fd4c86971c6598bd550ee5,franca,SP
01095519ab759274152540845a1d2004,indaiatuba,SP
010d1bac7f6ca46ef1c6fd0c4034cffc,guaruja,SP
010dad3dab8189cba58ae1ca11b8cc09,sao paulo,SP
010e2bfece4b4e44fb7a6aa9c2b2b9d0,limeira,SP
010ebb5ce5da9367a59959153f083968,sao jose dos campos,SP
010f3c6e21051748f72f762b9a7cb85d,guarulhos,SP
01122215dd21ac872ae567ec4e351e01,sao paulo,SP
01156d307fdee5870c27d63afb938bd9,birigui,SP
011671897080a38fa57f3c190a310d49,guarulhos,SP
0118758814dbb115d346a1e8efa705e9,mogi das cruzes,SP
011a899e735ec86f00f26089cdae09cf,sao paulo,SP
011aa301cac8da4d01db88c3180a4058,sao paulo,SP
011aa728cdc4c57b506c6c40ac2a7712,sao paulo,SP
011b97b83f521e755f03173c96baf57b,santos,SP
011ec289931a2dddb4a0e40191748b3c,sao paulo,SP
01206a881130146c337962e714f06d66,rio grande da serra,SP
012087f1c663428b54e53b0f69e700db,santa gertrudes,SP
0120f40c1cfb22b538c7f78c8b5265dd,santa barbara d'oeste,SP
0120ff9de7b5aba7cd8676c093f189de,pindamonhangaba,SP
01214c5f31d06b6da030e5825b431446,sao paulo,SP
012413f25e1a3f143b2001198e916594,vargem grande do sul,SP
0125bee4b30f40607261d06f47b0f38d,sao paulo,SP
0125ed303758dc1d7e4d99b000f88768,sao jose do rio preto,SP
012614499e669f2afb78750ab13273c9,sao paulo,SP
01268a9cd062a41dbaebe24bd8b07cbf,sao paulo,SP
0126e712caf48d6cf32ffbdce563d2c3,barueri,SP
01271eb2284947f2e2abbe53fa15730a,descalvado,SP
0127d98d4a7e205081ddac271d6b8e52,sao paulo,SP
012938ae26ceaa758b735826636366f8,sao paulo,SP
012c207234cf4e33fd21cc9bbcb2d1a3,sao paulo,SP
012ca3bed937a20fa19642e8e53d831c,santo anastacio,SP
0130b37ed963c4a595792582025bdcb0,franco da rocha,SP
0131193f8b1b149f85f1326ac337effb,sao paulo,SP
01311c3c93d566f9b8991cd06a0d33ee,sao paulo,SP
0134ab2fb213ed322c3ae3b0e051582f,sao paulo,SP
0135196a168da02f97f00b7300af0baa,sao paulo,SP
0138bea323fc76e6968c0fa28a35d9e8,santo andre,SP
0139721501e0a6fe8f79253f6794ab2d,barueri,SP
013b46f9a2576623a655fd9469b7c583,adamantina,SP
013e49bb711629177d848e409b7566c5,sao paulo,SP
013e4fc1800b9973a92b450d18c4f658,sao paulo,SP
013e5c6a0f2d8fef75ebb90f05b0ca59,mogi das cruzes,SP
0140bb3a2e24b8dd7a341eaf707b440e,avare,SP
01414201d70bd508e1eee33ff67d2453,sao jose dos campos,SP
01415cfeb907d8ce0e17075b4c097fe9,sao paulo,SP
0145ffd2fcca22ddeebbcd95f7ad890e,sao paulo,SP
014693f265c4f52b8c1aa9eb8cd197d5,sao paulo,SP
014734aef2673760779034c8f95ca598,campinas,SP
0148eb6c4d23d56432bc3431ee6a5bee,sao caetano do sul,SP
014945a1b791b4b3585bc9d2e8a85d82,sao paulo,SP
014a9fe1063cfc79c804affbe855a70f,campinas,SP
014b7917072f3fe8c9ca37d4043c31d1,guarulhos,SP
014f2d069b53eec84aed9b8c1d5ef270,carapicuiba,SP
014f4ea4b3ed7aaf2db2f8acb6d96e75,diadema,SP
01503d0b64036165c2f202b538de9308,sao paulo,SP
01509d555b8b6775f5847912d8c52d46,atibaia,SP
01531516bcefc94ae2fdde494db9fa3b,sao paulo,SP
0157d2d9039fc91ade6a389d733d8a16,sao paulo,SP
015895fd0bf723100a64b0ead7c69cd6,santa barbara d'oeste,SP
01592d05fdd8a6deb7716ed80a0d18a1,cubatao,SP
015aa1d1ff5524c58b9f0d06f60375a8,piracicaba,SP
015bf7d488097b3b632e5b19f1c7621a,guaruja,SP
015c5e6d8c584992072dd7b69f2fad3e,sao paulo,SP
015c9c9ba7524dcb69a8a6d2f383db8c,capivari,SP
015e106d9f62b30e48b97bac868b48e6,cotia,SP
016112a43e0319656ab0b25e1d904171,taboao da serra,SP
01621ab81b760e6e48e8eb3a300c77bf,sao paulo,SP
016287d04d40c3c1c9625588b9fe4602,carapicuiba,SP
0163a9517d96e283b1a883de0e71c826,campinas,SP
0166c4ebd26a021fe864a0b91761f50f,mirassol,SP
016784346c1119828280815c2c6dda98,sao simao,SP
016965c9f3a690af0314cdc8389c28e5,sao paulo,SP
016976e1a8808cdefd68c7080e3899fe,sao paulo,SP
016a3b5b3185854fc7d9ac763c825494,mogi mirim,SP
016b15d60fe523cbfb8bda340e0cd769,sao paulo,SP
016c54a71587052826a1ce53c8c6b1d5,sao vicente,SP
016c933a6a74ad49e6e1858462a7ae4d,americana,SP
016e3f83ffd18b9394a289a5897ba461,sao paulo,SP
01709d66652d26124875777dda46cfac,sao paulo,SP
0171c99239a82a0794fe3e4016a0e629,sao carlos,SP
017b60010b64f28dcc98161205bbf51e,barueri,SP
017c416d7047f02aea089e0ce017e7bb,rio grande da serra,SP
017dd3798ef0f401392abdbc129d78a0,sao paulo,SP
01813ee9f6884594643a63fc9eaf76a1,araraquara,SP
018150959151a39894d01128bc358aed,santo antonio do aracangua,SP
018445b488e6156c2fbdf926808d7228,sao paulo,SP
01866d949d55c81c28d255114948b72b,sao paulo,SP
01874b138de5f4447517558ca0d1a3b9,campinas,SP
018a1c3096d2b2bf4a869cc213c03345,sao bernardo do campo,SP
018b4fd25720e7fb0de00600f3aa0947,araraquara,SP
018bd804612e66267d4dc4ac8f8b98c1,sao paulo,SP
018c66db66454034193517ab79423f70,sorocaba,SP
018d655fe703cb7b56ee34f117429789,santos,SP
018dd62c0671714cdcb377ee17e2110b,sao bernardo do campo,SP
018e70256a4328c4450b52947144f50b,sao paulo,SP
019017e9f8b2c0e399f1f00e6e87f306,sao paulo,SP
0191e09197e54ad2690c3abd44723c7c,sao paulo,SP
019200fa574c9eda0fbc82c71fcc8fbe,sao paulo,SP
0195699b3388a65b55eab3dd04f48d1a,botucatu,SP
01961d1b276640f460e6061e7f28873f,sao paulo,SP
019689350fe9ec51d6d9fcd76119e2fa,sao bernardo do campo,SP
01973489089879f533dd627cad53e7e2,maristela,SP
0197368f9bed3b6ac07506404f78a155,sao paulo,SP
0198441fd94fedf81ba98683f6449a1e,aguas de lindoia,SP
0199164bec886c94218205248559d7b6,indaiatuba,SP
019b7076acf0ef17a372c02e8b170cb4,franca,SP
019f5bb93ed18dd059051c3f81abe394,sao bernardo do campo,SP
019f698e086a468627af26baa7babf16,sao paulo,SP
01a0d45a369a4356ac4652584652109a,araraquara,SP
01a353696002ba824955de7bfac767b3,americo brasiliense,SP
01a4594fa7dbf53d2569e57173df6895,sorocaba,SP
01a52718e4ca43d2cc1da7c9209a6325,cubatao,SP
01a56495d1c8bcf831311f5ad7f126a1,amparo,SP
01a61e75bd333a349351fba370520597,sao paulo,SP
01a666b8081772ddb748b5aaf9dc8bea,araraquara,SP
01a672f8689f3c466770ff1883deabe5,sao paulo,SP
01a7b4df1b55e01c05863134a5e587be,sao paulo,SP
01a9cf1ab208a3ce5a4cbf6d5877bf49,cotia,SP
01addb430c2559dbef0010ca1d4b0989,sao paulo,SP
01aef689891025af290bbdc4788d87da,santo andre,SP
01aefa3a069cf73167ddbe7725755c2c,paraguacu paulista,SP
01af5e81cb5ee5e0864941d3aa58fb0c,sao paulo,SP
01afc06d7738a5a4b90959f387073912,sao paulo,SP
01b2ab1c903b4ecd0442a3ce48d89caa,guarulhos,SP
01b365dec7627509427c5503e029464f,sao paulo,SP
01b7e319fb16f60c28e387d29cd80c38,sao paulo,SP
01bea2d6055eaa52f2df647590eb85e1,campinas,SP
01bf509b5a9125bb075e4ec58580265e,campinas,SP
01c21b9e3aaa1a629149d34fe682ce0f,sao paulo,SP
01c45d896d5f6343ae095f6acfc2df4a,limeira,SP
01c5a393f22ed7149432cd8984aa7791,sao paulo,SP
01c77b0f81a1e64cc8de4f736226f7a1,santo andre,SP
01c79a7d3c3d25b655514206df838701,matao,SP
01c79f3ab2bd70b64e01c67a91843303,sao paulo,SP
01c843a2c0600def0b7693dba47af460,mogi das cruzes,SP
01c9d951957a4e8c098d7ba50e8a3f9c,sao paulo,SP
01ca0c5af5349f53a4087605008e9134,jundiai,SP
01cc68904d33964bd2e7bd52d10efe18,sao paulo,SP
01cc7e6d45686f8424b65459f6fb8caf,osasco,SP
01cd5f54498033a3b4820866458145e4,taubate,SP
01cf93cabf578892dc3217e6601b0cef,sao paulo,SP
01d086a800f69d84ec98c276bd44dcc6,santo andre,SP
01d190d14b00073f76e0a5ec46166352,sao paulo,SP
01d22419c452ad55702fa5a9a81a4423,botucatu,SP
01d3b76b3d6604372075f8f2437b551f,santos,SP
01d444480a8e7ed180b6c5cb5993a273,embu-guacu,SP
01d46d05097a25fb0d755e86ab3a6fb3,sao paulo,SP
01d581c1d75cd6e7a5315b20589b9944,sao paulo,SP
01d7603b563bc426e2eda5e0677e714b,osasco,SP
01d95b948587656bd900ca5e00983957,sao paulo,SP
01daed34d823dc01dde342ce1bf38fa3,sao paulo,SP
01deaf187077254cacc4e7b4d9d7bf87,borborema,SP
01e0d4fb731e6ee47df3f3f179cc0a0b,sao paulo,SP
01e16f5204e8741494af3d5b4c355128,campinas,SP
01e2dee0a2e7464a701d0c480225501c,campinas,SP
01e466f5fd2937b4ea4a18eb9963f9ea,ituverava,SP
01e5e7553c95f21eda0aaf0da6e0e4d1,mogi das cruzes,SP
01e77dc6abe6f9991bbf5232b5c22d2c,francisco morato,SP
01e8d5326e968623bf4f1b620709c1c4,sao jose do rio preto,SP
01e92a3b160b9a3751ffc7cf52dbed77,ilha comprida,SP
01ea69b195809e2a8a932de44d8c0f73,sao sebastiao,SP
01eb5d87b91efdf894ea8fd03ca2a188,jaguariuna,SP
01ebd22baace52e484a1c52ff136ebe1,praia grande,SP
01ebd7292a8ec3c547e0876d1aa4b3db,campinas,SP
01ec27f833d99e889b944c5112addff9,santos,SP
01edba0c1380aa0c91437bee4b7193a5,franca,SP
01f19842d7bf8b1a9af62d553807e88f,pereira barreto,SP
01f4581bf20e14d770c5de782d7ee783,sao carlos,SP
01f7a6194359c08da2d2c27e1b52101d,sao paulo,SP
01f841d4c59e8b7634174ef72a75f81a,sao paulo,SP
01fa32b1d1151078cb954b286256df42,marilia,SP
01fa97994accc8a76cd66d477a124ec7,santo anastacio,SP
01fb9c979f94a851f92484ae6d6bc41d,santa rita d'oeste,SP
01ff2b68ecb885ebd063584cbde546e8,araras,SP
02033fca76b4af0eda65418e673b5a57,sao paulo,SP
02035a6c43039fa299e0492df023bad2,santana de parnaiba,SP
0203e70e371d45dbb6db12bdc49cd70c,sao paulo,SP
0204531aef74d85df77159315dba211d,santo andre,SP
0204a63d458a2d9495e82ab5ea7fe40f,ribeirao preto,SP
02051904557f3bb3741f7b233dfc5ae2,sao bernardo do campo,SP
020781297fe6482b10c41bd7a105d508,indaiatuba,SP
0207cb4b78c07d93bd1a82443c2dbaea,ubatuba,SP
020a406d49fb26441c5cab66fb8309bb,atibaia,SP
020bf372f50fd24092ba34679cdfbc9f,araraquara,SP
020c87503e1eeb262f17c9e7c0b556b5,sao paulo,SP
020f4af7eeabf986e31eb7ac4c6597cb,bauru,SP
020fff139f1af3a6dff28456f386fe2d,sao paulo,SP
02112377ff79f99b7c925ff46dbc2040,limeira,SP
021212b1c2f127ec287d99fa9f6346e6,sao paulo,SP
02147933803d610875878623ed98c7d1,santo andre,SP
0214d81e1cb90cf47f40f5345a1a6c08,santos,SP
02179f1b13ecf4531f0e73e24e0211ad,sao jose dos campos,SP
0217db9efc54141e264d17de315874d1,barueri,SP
02181664d4e1d58da55ec4e8e1185eda,sao paulo,SP
021833e9737a1145b5a6e3053f0f4329,sao paulo,SP
0218de8038240591323aa1f89630a1e8,barueri,SP
021ccba47cb1118dfba3213180ffb44d,sao paulo,SP
021e1ff95f894f02e2d22bf2b7c96ccc,sao paulo,SP
0221ef5387bbb856f1b319d942fd15bc,sao caetano do sul,SP
0222766ad058124916f73176998b8df3,sao paulo,SP
0222b08d0816bba0acbcc31ba1d6cc1a,ipero,SP
022422df869df5d9e924456635d9b091,santos,SP
0225ea6650051752e6352a65f4316c49,sao bernardo do campo,SP
0226546cc4bbdda9dea563ff7138700e,mairinque,SP
0228874050786ca37c963d514a71684d,sao sebastiao,SP
02288a47f696f3054b9ef1d5f8e73973,santa fe do sul,SP
0229d7450ba7ceb9aee1e3fcc74f7dee,araraquara,SP
022bc7ff7c20f7f9343a9fd58bcb3870,sao paulo,SP
022e192ec0af0a000a69f29bf633ffe4,barueri,SP
022f4d871399246624c353f06712cb75,sao roque,SP
02307143f7dce7b43056056566b8e987,taubate,SP
0230afeb8b53c8833e1cfc3a17ee2016,sao paulo,SP
0235c7c04d758c26265c6cbcd5f7c369,sao paulo,SP
0238124998cd8eddd5b3ea04d4c1e658,ribeirao pires,SP
02385ca219b24812b4c7c65818e3b06a,mogi das cruzes,SP
023a4933b90ba7307557b24adbe6f49a,votuporanga,SP
023cd48849ba0870ecf5157ad5039ef2,sao paulo,SP
023f52d000d35a9fa8f4dad675c5e080,atibaia,SP
023fafd700dff9fcc64d28e2defe98b9,sao paulo,SP
0240a546849fb56346f3f602aac8e04c,sao paulo,SP
0241277be857dc59ae544ccac12b3e19,marilia,SP
0241bf6728f2c70f948e9a51484d1435,sao paulo,SP
02424d17085bd31f9856f083bb3aaa42,miguelopolis,SP
024679569f0c2c3aac239e0d2ab50b7b,araraquara,SP
024a05bd7b940e8cf5827498ed1e039d,campinas,SP
024f63965c192d99e1da51a1c3516239,guaruja,SP
0253cea0ff18bf585307f88ea4fbd5ab,palmeira d'oeste,SP
02554a34cc5ba2d5e8908cb7468aec7c,peruibe,SP
0255d676d127593a7c65526306a29c36,pirassununga,SP
02565e515373d4e26cf406ab3fa5ed0b,indaiatuba,SP
025868b2a0b2c0cad5e68c7762074892,guaira,SP
0259f74450d401ec64f87ad25aeab874,bauru,SP
025a13782125f9ee98dd321dc97e23ee,cajamar,SP
025aacb42b2bf1b72a848fa69a0a6a96,sao jose dos campos,SP
025ce7b097bd128c2d494aeac94d62ea,cosmopolis,SP
025d5d5b392ca0924d3f47a286fe474f,andradina,SP
025dc05e57480935ecde93b27e3c283d,suzano,SP
02611d7a9e40004ce72c2006dca2d7a9,franca,SP
026378e6d9977bf974a1ebe64f92cfee,sao paulo,SP
0263aeaed91e6e4375aa412acecf9c79,sao paulo,SP
0264bbda6bd6492c79a5843f7c2e1eb4,sao paulo,SP
0266506e68e7eac1c7f726da057c28a9,sao paulo,SP
026adcb56c849c792db0ca91cf43a236,sao paulo,SP
026bfde40abfbefc0a23ce6856a9b3f3,guarulhos,SP
026eefd00c7aeffb5427f54dd51b6894,sao paulo,SP
027173ae64ea4eb32139b3205e7e02c0,sao paulo,SP
0273345e320539cc7bf1f6469b2fa34d,sao jose do rio preto,SP
0273ad500c7050a14ee1d5a79d558605,franca,SP
02741679e7e1336202c883c695beea16,campinas,SP
0275161cf1fc69fd8f5412ba423a3004,sao paulo,SP
027a044faafdafcaf3956c9e2cfbe69b,sao paulo,SP
027a90872a3f917170f2e2b912363e88,campinas,SP
027add44cacfb209b0018c5aefbbcf02,conchal,SP
027c4c1a7778f45a3c7837db8144b65c,ribeirao preto,SP
027f4c7bfb93550c488b03e3eb14e5da,sao paulo,SP
027f4d228b15f41c385c367b137f425e,maua,SP
0280e2736a179aa87a59447236a797fa,itu,SP
0280ead6134bfe639866306f1f0258ab,sao paulo,SP
0282e1d60197412167fbb0b111fd55e2,santo andre,SP
02852e252d0c1cd7bd7e2a33558963c6,sao paulo,SP
028605cdb42f4bb9653d81ce3116f2ae,sao bernardo do campo,SP
028b0af58d2752a889011dc9c496a054,santos,SP
028d8c05f2fa9d1b4923352586e800ba,paulinia,SP
028d9c8cb891f2860106890cbc40834f,mogi-guacu,SP
028ef41231e80887d8be309e5a28aaf2,guarulhos,SP
028f2ba19d9bc8715701a3b939a501d3,guarulhos,SP
0293f0ef4b3402822f7e5304469f34ff,barueri,SP
0294d91f6bcc29bc9c30fae5872430d0,itaquaquecetuba,SP
0295853908b4ba8c84a8e8b550eef3a1,sao paulo,SP
0299a3ec7aac3a18ea88cfa6cf8a74f5,paraibuna,SP
029a95a46e81be7eb7b4f875e160528d,praia grande,SP
029bbe8fe01cef398cb57f8994dc7fc7,sao paulo,SP
029be5fce165c111d15eb737d28d44b8,sao paulo,SP
029c2a6b7e94cc671a465f36c5898831,sao paulo,SP
029c5f9144457c97ecaa33bc4ac7f0a9,itu,SP
02a0454551d656a33ab2526c52216dc5,sao paulo,SP
02a6ba585a45671c8f2d4c6732d8a6d5,bertioga,SP
02a9ffdc4269af810deeb20a32c8aade,sao paulo,SP
02aba7ae34101544b479f4487f53fb28,presidente prudente,SP
02acb517fba465aad1f1332faaf4b1b4,ibiuna,SP
02ae654741ad895368bd9ffc371893e5,sao paulo,SP
02af9983dee3e98a57adc7b02f17de3a,sao paulo,SP
02afc864fbc233378368b0c0980f576c,sao paulo,SP
02b20345e0df036b3078abd5b381b241,itu,SP
02b48dad02306b5e9cb7b6b73fb71a76,sao paulo,SP
02b7bcd5dd0bbe4057aa6fb0c280a06b,tatui,SP
02b81e78d15d013c5de9a2e89ceddb0b,campinas,SP
02b83a1a2a215c7f7629c8fe41a7cad5,sao paulo,SP
